,author.properties.name,author.type,claimReviewed,dateModified,datePublished,description,headline,image.properties.height,image.properties.url,image.properties.width,image.type,itemReviewed.properties.author.properties.name,itemReviewed.properties.author.properties.sameAs,itemReviewed.properties.author.type,itemReviewed.properties.datePublished,itemReviewed.type,reviewRating.properties.alternateName,reviewRating.properties.bestRating,reviewRating.properties.ratingValue,reviewRating.properties.worstRating,reviewRating.type,url
10,Snopes,http://schema.org/Organization,Hillary Clinton said several insulting things about Michelle Obama in a leaked 20 October 2016 e-mail.							See Example( s ),2017-01-09T10:07:12+00:00,2017-01-09T00:00:00+00:00,An online image falsely claimed Hillary Clinton insulted the First Lady in an e-mail message purportedly published by WikiLeaks.,FLOTUS Fracas,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/hillary_clinton_email_michelle_obama_fb.jpg?resize=865,452",865,http://schema.org/ImageObject,Powdered Wig Society,http://powderedwigsociety.com/,http://schema.org/Organization,2017-01-09T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/hillary-clinton-trashed-michelle-obama-in-a-leaked-e-mail/
11,Snopes,http://schema.org/Organization,The missiles displayed during a North Korean military parade were fake.,2017-04-21T10:27:32+00:00,2017-04-21T10:26:41+00:00,"Although something may have appeared odd about weapons seen during a North Korean military parade, the claim that the country's missiles are fake is only speculation.",Did North Korea Display Fake Missiles During a Military Parade?,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/North_Korea_attack_fb.jpg?resize=865,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2017-04-21T10:26:41+00:00,http://schema.org/CreativeWork,UNPROVEN,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/north-korea-fake-missiles/
12,Snopes,http://schema.org/Organization,"Due to a recent court ruling, It is now legal for women in the U.S. to display their breasts in public.",2017-04-19T13:58:50+00:00,2017-04-19T13:58:50+00:00,Reports that women in the U.S. can now go topless anywhere without fear of legal reprisal are not accurate.,Did a U.S. Federal Court Rule That Women are Free to Display Their Breasts in Public?,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/topless_woman_fb.jpg?resize=865,452",865,http://schema.org/ImageObject,Awareness Act,http://awarenessact.com/united-states-federal-court-rules-females-are-free-to-display-their-breasts-in-public/,http://schema.org/Organization,1970-01-01T00:00:00+00:00,http://schema.org/CreativeWork,MOSTLY FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/breasts-in-public/
13,Snopes,http://schema.org/Organization,Greg Comer is battling cancer.,2017-04-25T10:22:05+00:00,2017-04-25T10:22:05+00:00,"A prayer chain for Comer was reposted in April 2017, more than six years after his death.",Is Greg Comer Battling Cancer?,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/greg_comer_prayer_chain_facebook_feature.jpg?resize=865,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,1970-01-01T00:00:00+00:00,http://schema.org/CreativeWork,OUTDATED,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/greg-comer-cancer-prayer/
14,Snopes,http://schema.org/Organization,Michelle Obama filed for divorce after discovering former President Barack Obama had a pregnant mistress.,2017-04-25T07:08:33+00:00,2017-04-25T07:07:31+00:00,A hoax news site used an old British tabloid photograph to claim that the former First Lady of the United States filed for divorce because her husband impregnated his mistress.,Did Michelle Obama File for Divorce over President Obama's Pregnant Mistress?,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/malia_sasha_obama_fb.jpg?resize=865,452",865,http://schema.org/ImageObject,Last Line of Defense,http://thelastlineofdefense.org/breaking-michelle-obama-files-for-divorce-after-pics-of-baracks-pregnant-lover-go-public/,http://schema.org/Organization,2017-04-25T07:07:31+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/obamas-divorce-pregnant-mistress/
15,Snopes,http://schema.org/Organization,Donald Trump donated Play-Doh brand modeling clay to Louisiana flood victims.,2017-08-31T13:08:55+00:00,2016-08-20T00:00:00+00:00,"Presidential candidate Donald Trump was criticized for donating Play-Doh to flood victims in need of food and water, but that wasn't the only item among his donations.","Donald Trump Donated Play-Doh, Other Items to Louisiana Flood Victims?",452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/Screenshot-2016-08-20-at-11.jpg?resize=829,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-08-20T00:00:00+00:00,http://schema.org/CreativeWork,MIXTURE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/donald-trump-play-doh-lousiana/
16,Snopes,http://schema.org/Organization,A photograph shows two women holding anti-Father's Day signs in protest of that day's designation.,2017-08-31T12:45:41+00:00,2016-03-28T00:00:00+00:00,A photograph that shows two women protesting the observance of Father's Day is a digitally manipulated image.,Protests Seek to #EndFathersDay?,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/03/Screenshot-2016-03-28-at-5.12.15-PM.png?resize=810,452",865,http://schema.org/ImageObject,America's Freedom Fighters,https://www.americasfreedomfighters.com/2017/08/28/abolish-fathers-day/,http://schema.org/Organization,2016-03-28T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/fathers-day-protest-photo/
17,Snopes,http://schema.org/Organization,Floyd Mayweather (or Manny Pacquiao) donated a sizable sum of money to Hurricane Harvey relief efforts.,2017-08-29T12:34:31+00:00,2017-08-29T12:31:31+00:00,"A site posing as the Houston Chronicle claimed Mayweather was giving aid money to Hurricane Harvey victims, then a version about Manny Pacquiao surfaced.",Floyd Mayweather Jr. Donates a Whopping Sum of Money to Houston After Hurricane?,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/mayweather_pacquiao_fb.jpg?resize=865,452",865,http://schema.org/ImageObject,houstonchronicle-tv.com,http://houstonchronicle-tv.com/floyd-mayweather-jr-donates-a-whopping-sum-of-money-to-houston-after-hurricane/,http://schema.org/Organization,2017-08-29T12:31:31+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/floyd-mayweather-jr-donates-after-hurricane/
18,Snopes,http://schema.org/Organization,The 1987 film Back to the Future II correctly predicted that the Florida Marlins would win the 1997 World Series and that the Cubs would play Florida in the 2015 World Series.							See Example( s ),2016-10-22T19:53:40+00:00,1997-10-25T00:00:00+00:00,The 1989 film 'Back to the Future II' did not correctly predict Chicago would be the winner of a 2015 Cubs-Marlins World Series match-up.,Future Perfect,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2013/04/cubs.jpg?resize=800,450",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,1997-10-25T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/sports/baseball/bttf2.asp
19,Snopes,http://schema.org/Organization,"Individuals fleeing danger can request to be ""unlisted"" in a hotel so no one can find them.							See Example( s )",2016-09-09T16:44:55+00:00,2016-09-09T00:00:00+00:00,"An internet rumor suggested that registering as ""unlisted"" in a hotel made guests ""untouchable,"" but we couldn't find evidence of any such universal policy.",No Tell Hotel,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/Screen-Shot-2016-09-09-at-4.44.16-PM.png?resize=865,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-09-09T00:00:00+00:00,http://schema.org/CreativeWork,UNPROVEN,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/hiding-in-a-hotel-as-unlisted/
20,Snopes,http://schema.org/Organization,"People traveling to the United States under the Visa Waiver Program could be turned away due to new requirements involving biometric passports, or ePassports.							See Example( s )",2016-05-06T09:52:00+00:00,2016-05-06T00:00:00+00:00,"Under Department of Homeland Security guidelines implemented in April 2016, some visitors to the U.S. could be denied entry without biometric passports.",Visa Wavering,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/05/biometric-passports-rule.jpg?resize=865,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-05-06T00:00:00+00:00,http://schema.org/CreativeWork,MOSTLY TRUE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/biometric-passports/
21,Snopes,http://schema.org/Organization,A woman's obituary said that she chose death over the prospect of voting for either Donald Trump or Hillary Clinton.							See Example( s ),2016-05-18T10:29:43+00:00,2016-05-18T00:00:00+00:00,"The obituary of Mary Anne Noland, which said she chose death over the prospect of voting for either Donald Trump or Hillary Clinton, went viral in May 2016.","Clinton, Trump, or Death",452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/05/Obituary.jpg?resize=865,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-05-18T00:00:00+00:00,http://schema.org/CreativeWork,TRUE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/obituary-trump-clinton/
22,Snopes,http://schema.org/Organization,"The PGA officially has changed the golf term ""a bad lie"" to ""a Hillary"" in honor of Arnold Palmer.",2016-10-12T11:25:38+00:00,2016-10-12T11:25:38+00:00,A political golf joke involving Arnold Palmer and Hillary Clinton was mistaken for real news by some readers.,A Bad Lie,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/10/arnold-palmer.jpg?resize=865,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,1970-01-01T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/bad-lie-golf-joke/
23,Snopes,http://schema.org/Organization,"Native Americans derisively tagged a pandering U.S. politician with the name Walking Eagle because ""he's so full of crap he can't fly.""							See Example( s )",2014-06-26T20:36:48+00:00,2004-08-16T00:00:00+00:00,Joke about Native Americans who derisively tagged a pandering U.S. politician with the name Walking Eagle because 'he's so full of crap he can't fly.',Walking Eagle,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2014/06/walkingeagle.jpg?resize=564,346",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2004-08-16T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/politics/humor/eagle.asp
24,Snopes,http://schema.org/Organization,"An ""abortionist"" strangled an infant following a failed saline abortion, while other clinicians failed to intervene.							See Example( s )",2016-04-11T16:28:35+00:00,2016-04-11T00:00:00+00:00,A decades-old story of a doctor purportedly strangling a live infant after complications during a saline abortion was misleadingly shared across social media as news in April 2016.,'Abortionist Strangles Baby' Facebook Post,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/04/%E2%80%98This_baby_won%E2%80%99t_stop_breathing_%E2%80%99__Abortionist_strangled_baby_born_alive_while_nurses_stood_and_watched___News___LifeSite.jpg?resize=849,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-04-11T00:00:00+00:00,http://schema.org/CreativeWork,MIXTURE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/abortionist-strangled-baby-born-alive/
25,Snopes,http://schema.org/Organization,Green Party presidential candidate Dr. Jill Stein has stated that she opposes the use of vaccines.							See Example( s ),2016-07-28T17:13:53+00:00,2016-07-28T00:00:00+00:00,Dr. Jill Stein's popularity surge during the Democratic National Convention led to rumors that she opposes the use of vaccines.,Jill's Line,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/jill-stein-vaccines.jpg?resize=764,376",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-07-28T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/is-green-party-candidate-jill-stein-anti-vaccine/
26,Snopes,http://schema.org/Organization,The American Psychiatric Association condones pedophilia and says it is normal to be sexually attracted to children.,2016-04-29T15:32:08+00:00,2016-04-29T00:00:00+00:00,Blogs dug up an old and misleading article to falsely report that the American Psychiatric Association now condones pedophilia.,Shrink Rap,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/04/american-psychiatric-organization-officially-condones-pedophilia.jpg?resize=810,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-04-29T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/american-psychiatric-association-pedophilia/
27,Snopes,http://schema.org/Organization,Drivers in China commonly intentionally kill pedestrians in hit-and-run accidents.							See Example( s ),2015-09-11T14:35:24+00:00,2015-09-11T00:00:00+00:00,Do drivers in China commonly intentionally kill pedestrians in hit-and-run accidents?,Chinese Wreckers,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2015/09/drivers-in-china-kill-pedestrians.png?resize=605,307",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2015-09-11T00:00:00+00:00,http://schema.org/CreativeWork,UNPROVEN,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/chinese-drivers-kill-pedestrians/
28,Snopes,http://schema.org/Organization,"The Dalai Lama described Donald Trump as ""worse than Hitler"" and a ""threat to humanity.""",2016-10-18T11:51:57+00:00,2016-10-18T00:00:00+00:00,"His Holiness has offered only superficial commentary about Donald Trump and has not denounced the GOP candidate as ""worse than Hitler"" or a ""threat to humanity.""",Dalai Shot,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/10/dalai.jpg?resize=614,383",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-10-18T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/dalai-lama-trump-worse-than-hitler/
29,Snopes,http://schema.org/Organization,Russian television host Dmitry Kiselyov exposed a plot to kill Donald Trump,2016-10-18T16:16:13+00:00,2016-10-18T00:00:00+00:00,"Infowars says Putin's ""chief propagandist"" exposed a plan to take out the GOP presidential nominee, but the report actually cited an op-ed questioning whether Trump was in danger.",From Russia with Trump,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/10/Dmitry-Kiselyov-091416.jpg?resize=800,430",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-10-18T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/russian-tv-host-reports-on-plot-to-kill-trump/
30,Snopes,http://schema.org/Organization,"Donald Trump said he would not accept the $400,000 annual president's salary if elected.",2016-10-18T16:24:49+00:00,2016-10-18T00:00:00+00:00,"Donald Trump said in 2015 that he would refuse the $400,000 annual president's salary if elected.",No Pay to Play,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/donald-trump2.jpg?resize=800,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-10-18T00:00:00+00:00,http://schema.org/CreativeWork,TRUE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/trump-refuse-salary/
31,Snopes,http://schema.org/Organization,A San Francisco tech company is a front for the web site that accused Julian Assange of pedophilia.,2016-10-19T20:59:33+00:00,2016-10-19T00:00:00+00:00,"A software start-up has been accused of framing the WikiLeaks founder, but the CEO says confusion stemmed from an address mix-up.",False Premise,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/10/wikileaks-hillary-clinton-sold-weapons-to-ISIS.jpg?resize=865,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-10-19T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/san-francisco-tech-assange/
32,Snopes,http://schema.org/Organization,Yosemite Sam has been banned from television because his use of guns is offensive and a poor influence on children.							See Example( s ),2016-06-01T09:46:48+00:00,2016-06-01T00:00:00+00:00,A Facebook meme falsely claims the Looney Tunes character Yosemite Sam has been banned from television due to his use of guns and violence.,Yosemite Scam,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/06/yosemite-sam-banned.jpg?resize=865,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-06-01T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/yosemite-sam-banned/
33,Snopes,http://schema.org/Organization,"Moderator Chris Wallace received a ""cease and desist"" letter from Trump about groping allegations in the midst of a presidential debate.",2016-10-20T10:45:32+00:00,2016-10-20T00:00:00+00:00,A report that moderator Chris Wallace received a legal warning from Trump not to mention groping incidents in the midst of the third presidential debate was satire.,"Later, Moderator",452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/10/a27.jpg?resize=600,409",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-10-20T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/chris-wallace-receives-cease-and-desist/
34,Snopes,http://schema.org/Organization,"Michelle Obama urged Kansas schoolchildren to ""monitor their grandparents for racial intolerance.""",2016-10-11T12:17:24+00:00,2016-10-11T00:00:00+00:00,"The First Lady gave a 2014 speech in Topeka commemorating Brown v. Board of Education but did not urge students engage in ""KGB-style"" enforcement of racial tolerance.",Race Conflating,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2015/08/michelle-obama-head-shot.jpg?resize=865,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-10-11T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/michelle-monitor-family-members/
35,Snopes,http://schema.org/Organization,"Hillary Clinton cancelled a campaign event because of ""bizarre eye movements.""",2016-09-21T14:45:53+00:00,2016-09-21T00:00:00+00:00,"Hillary Clinton cancelled a North Carolina event due to ""changes"" to her schedule, but not because of reported ""bizarre eye movements.""",Eyes Wide Crossed,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/a30.jpg?resize=600,400",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-09-21T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/clinton-bizarre-eye-movements/
36,Snopes,http://schema.org/Organization,"President Obama demanded a monument to himself because ""there's plenty of monuments dedicated to racist white people.""",2016-10-18T23:31:20+00:00,2016-10-18T00:00:00+00:00,"A conservative site falsely claimed President Obama demanded a monument to himself because ""there's plenty of monuments dedicated to racist white people.""",A Monumental Lie,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/10/Barack-Obama-091116.jpg?resize=800,430",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-10-18T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/obama-demands-monument/
37,Snopes,http://schema.org/Organization,Mylan CEO Heather Bresch donated a large sum of money to the Clinton Foundation.,2016-08-25T15:58:17+00:00,2016-08-25T00:00:00+00:00,"The pharmaceutical company Mylan (manufacturer of the EpiPen), not their CEO personally, donated money to the Clinton Foundation.",Heathers,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/a48.jpg?resize=600,444",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-08-25T00:00:00+00:00,http://schema.org/CreativeWork,MOSTLY FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/mylan-ceo-clinton-foundation/
38,Snopes,http://schema.org/Organization,"Schools in Kent, Washington, have removed pork from school menus because Muslim families were offended.							See Example( s )",2016-08-15T11:36:36+00:00,2016-08-15T00:00:00+00:00,"Schools in Kent, Washington, have long since reduced the amount of pork offered on school menus for reasons unrelated to recent complaints by Muslims.",Pork Chopped,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2015/10/offices-ban-pork-muslims.jpg?resize=630,445",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-08-15T00:00:00+00:00,http://schema.org/CreativeWork,FALSE,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/washington-school-district-bans-pork/
39,Snopes,http://schema.org/Organization,The Reverend Billy Graham issued a surprising statement in support of Donald Trump.,2016-10-20T11:49:54+00:00,2016-10-20T00:00:00+00:00,"A viral rumor misattributed commentary about choosing between Hillary Clinton and Donald Trump from Franklin Graham to his father, Billy Graham.",Graham Jacker,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/10/Billy-Graham-Issues-STUNNING-Statement-on-Donald-Trump%E2%80%A6No-One-Expected-THIS.jpg?resize=865,452",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-10-20T00:00:00+00:00,http://schema.org/CreativeWork,MISATTRIBUTED,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/billy-graham-statement-trump/
40,Snopes,http://schema.org/Organization,An Australian military veteran single-handedly beat up eight Muslim men who attacked his wife.							See Example( s ),2016-09-02T12:27:30+00:00,2016-09-02T00:00:00+00:00,The circumstances around a reported January 2016 scuffle on an Australian beach remain unclear.,Aussie Punch,452,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/a2.jpg?resize=600,400",865,http://schema.org/ImageObject,Internet,,http://schema.org/Organization,2016-09-02T00:00:00+00:00,http://schema.org/CreativeWork,UNPROVEN,-1,-1,-1,http://schema.org/Rating,https://www.snopes.com/australian-military-veteran-beat-up-eight-muslims-for-attacking-his-wife/
